run,solution_idx,f1,f2,chromosome,n_evaluations,n_generations
0,0,735170.3819508932,53.00409808288645,"9,29,7,29,11,34,10,22,2,20,12,21,6,13,4,16,21,6,27,7,32,22,23,24,18,29,8,12,26,3,29,31,33,8,14,31,12,20,30,12,31,2,20,16,30,12,14,7,11,32,17,26,10,1,33,36,36,23,16,25,9,5,7,10,11,14,11,9,3,30,11,21,34,1,27,13,12,31,34,31,16,26,3,18,35,27,28,17,12,13,4,25,21,25,33,8,3,21,6,28,35,19,6,36,21,28,8,25,5,32,21,35,10,30,18,15,25,23,1,1,2,19,2,4,36,24,20,20,28,24,26,9,9,14,7,34,25,14,19,1,3,2,29,23,2,16,2,10,1,5,13,8,35,18,34,10,29,24,30,26,18,32,33,15,17,5,28,16,28,30,5,26,27,19,17,13,19,6,22,4,24,20,14,22,8,36,2,19,31,36,5,15,4,33,3,13,27,22,20",20100,200
0,1,761831.8586355224,50.49467488119935,"9,29,7,29,11,34,10,22,2,20,29,21,6,13,21,16,21,6,27,7,32,22,24,24,13,29,8,1,26,28,29,31,33,8,35,31,12,12,30,12,27,2,20,16,30,12,23,7,11,32,17,26,10,1,33,36,36,23,16,25,6,5,7,10,11,14,11,9,4,12,11,21,34,1,32,13,12,31,34,33,16,26,3,18,35,27,28,17,33,13,4,25,21,25,33,8,2,21,6,20,34,19,6,36,21,28,8,25,5,29,21,35,15,30,18,15,22,23,1,4,22,19,2,4,27,24,20,20,28,24,26,9,9,14,7,34,25,14,19,1,3,2,2,23,2,32,2,10,26,5,13,8,35,18,20,10,10,3,30,35,18,32,33,15,17,5,34,16,28,30,5,26,27,11,17,13,19,6,25,4,24,20,14,22,8,36,2,19,31,36,3,15,15,33,27,13,27,22,1",20100,200
1,0,795073.5366989448,51.66710722631762,"23,36,11,24,34,34,7,35,29,1,32,16,25,21,21,4,15,21,5,6,13,8,2,19,28,7,34,30,15,24,12,12,30,12,18,35,36,19,22,33,36,20,32,17,7,10,16,27,22,31,12,14,2,7,36,21,4,16,19,20,1,36,20,17,9,11,3,8,4,20,22,8,29,19,7,23,1,6,29,15,34,8,15,11,4,22,13,23,15,12,14,11,13,29,17,29,30,27,6,35,5,25,3,25,25,11,30,32,2,13,8,16,4,32,28,10,8,27,13,26,33,23,4,6,10,31,3,2,17,14,26,14,31,10,6,3,26,34,17,28,3,28,11,9,21,19,29,2,26,7,15,30,18,13,18,19,24,1,18,1,33,30,14,2,24,24,20,35,25,33,10,1,28,5,25,23,8,20,14,33,31,25,11,3,21,6,31,26,9,5,15,10,22,33,27,32,26,9,12",20100,200
1,1,708371.6114633059,53.67588918915935,"23,36,9,24,34,26,13,35,36,32,32,11,17,21,6,4,15,4,5,6,26,25,26,10,28,7,34,28,11,24,27,12,14,29,18,35,36,17,22,33,36,20,17,22,13,13,16,14,22,31,12,30,32,7,4,16,32,23,19,20,1,36,20,2,17,16,6,8,22,31,29,19,29,13,7,23,1,6,29,15,34,8,15,11,5,15,35,23,19,28,7,22,8,21,14,29,9,28,19,35,5,23,3,25,4,28,30,8,33,16,8,16,4,32,28,10,22,27,13,26,30,12,29,5,22,4,3,2,10,34,26,14,31,27,36,31,9,16,27,28,24,22,19,9,31,6,29,2,14,16,29,25,18,13,33,19,24,17,18,1,33,30,4,3,1,12,7,21,35,2,10,1,20,25,25,23,10,20,3,33,24,21,24,3,10,35,34,18,7,30,11,18,21,33,27,15,32,9,12",20100,200
2,0,564642.9550006845,44.27679317182136,"8,20,6,22,27,17,1,19,9,28,5,16,33,4,9,10,6,14,26,15,8,28,1,3,35,8,6,27,6,23,28,21,7,18,12,10,11,34,18,26,20,17,29,36,19,18,21,34,14,19,9,24,2,5,19,15,17,30,31,26,10,6,12,30,33,16,11,25,7,19,2,31,32,11,15,28,9,14,18,12,22,32,29,31,24,30,14,26,7,24,21,35,10,33,26,21,32,29,33,26,16,32,13,6,18,17,12,24,2,36,29,31,25,2,20,1,29,22,35,3,17,15,35,12,33,3,13,27,9,13,10,30,36,23,3,5,25,4,12,9,33,33,17,11,4,32,4,13,5,25,14,32,28,1,16,21,24,7,2,31,12,5,36,3,2,36,30,23,18,27,23,28,15,17,7,28,24,24,13,34,18,33,1,22,3,14,20,8,34,20,34,27,29,35,23,25,11,35,1",20100,200
3,0,743127.9660468509,48.87104314442952,"1,27,24,17,21,35,16,14,28,9,18,12,35,34,34,34,33,26,31,35,22,36,13,15,19,29,9,36,30,13,9,35,2,33,17,20,11,28,12,30,32,20,30,5,18,17,4,9,15,4,23,11,9,8,15,24,22,36,3,27,7,5,33,34,4,13,33,20,27,10,5,11,1,3,35,22,19,20,10,28,2,6,3,33,29,2,26,3,35,23,7,7,31,2,16,10,14,17,18,18,32,29,8,12,22,28,2,14,22,30,2,31,23,28,12,19,15,14,23,26,36,20,3,22,22,24,21,4,13,18,8,30,6,7,9,3,6,3,27,1,10,20,18,4,23,25,26,24,15,17,12,25,6,5,28,32,14,15,17,9,25,11,11,31,23,21,12,1,13,29,24,5,7,29,16,2,11,26,25,25,16,2,24,30,36,20,10,34,21,19,8,26,15,6,32,36,32,33,14",20100,200
3,1,631945.3379475013,50.77938090102476,"1,27,24,17,21,35,16,14,28,9,1,12,4,34,34,34,33,26,31,35,22,36,13,15,30,29,9,36,30,13,9,35,2,33,17,20,11,28,12,23,32,20,30,5,19,17,4,9,15,4,23,11,21,8,15,24,22,36,3,27,7,5,33,34,13,13,33,20,27,10,5,11,1,3,35,22,19,20,10,28,2,6,35,28,29,2,26,3,35,23,7,7,31,2,16,10,14,27,16,18,32,29,8,12,27,29,2,14,22,30,2,31,23,28,12,19,9,14,23,26,36,20,3,22,22,7,21,4,12,18,8,30,6,7,9,3,6,3,27,1,10,8,18,4,23,25,26,24,15,17,12,25,6,5,28,32,14,15,17,9,25,29,11,31,25,21,12,1,13,29,24,5,7,23,13,2,11,26,25,11,16,2,24,33,36,20,10,34,21,19,8,26,15,6,22,36,32,33,14",20100,200
4,0,616420.4995195338,52.95428817199292,"6,2,23,26,24,15,35,4,32,29,13,2,29,2,10,25,3,5,7,15,8,1,21,12,1,14,13,26,17,20,2,33,21,14,8,22,2,20,9,25,7,30,24,15,36,3,35,5,32,6,21,17,4,4,2,36,28,31,34,32,22,9,29,22,3,13,24,28,3,34,11,22,23,32,3,24,19,12,22,31,35,35,23,27,8,9,30,20,25,7,25,16,23,16,9,27,26,24,7,14,30,4,25,12,36,12,15,2,10,30,20,9,4,7,27,13,14,11,7,31,23,34,17,5,17,25,17,11,17,19,20,12,20,11,27,6,32,33,20,15,18,6,31,28,6,33,10,1,19,5,24,7,35,31,18,21,3,3,29,25,24,18,27,21,33,1,19,28,18,36,8,10,18,36,4,18,34,35,19,17,30,14,5,16,10,14,31,29,33,7,34,14,26,16,11,1,8,31,16",20100,200
4,1,675185.2984237071,51.26392463649074,"6,2,23,26,24,15,35,4,32,29,13,2,29,2,10,25,3,5,17,15,8,1,21,13,1,14,13,26,17,20,2,33,21,14,8,22,2,20,9,1,36,30,24,15,36,3,35,5,32,6,21,17,4,4,2,36,28,23,34,32,22,9,29,22,3,13,24,28,3,34,11,22,23,32,3,24,19,12,22,31,35,35,23,27,8,9,30,20,25,7,25,16,23,16,9,27,26,24,15,14,30,4,25,12,36,12,15,2,10,30,36,9,4,7,27,13,14,11,7,31,23,34,17,5,17,25,17,11,17,19,20,12,20,11,27,6,32,33,20,15,18,6,31,28,14,33,10,1,19,5,24,7,35,31,18,21,3,3,29,25,3,18,27,21,33,1,19,28,18,36,8,10,18,36,28,18,34,35,19,17,30,14,5,16,10,14,31,29,33,7,34,14,26,16,11,1,8,31,16",20100,200
5,0,745027.832805387,51.7535932431773,"11,4,3,28,10,3,31,10,30,27,9,21,13,20,6,27,14,33,19,33,15,15,24,11,9,33,2,19,6,32,4,1,18,22,9,10,11,15,14,17,1,13,29,21,30,8,7,17,2,16,28,8,20,4,31,34,30,19,15,5,12,21,18,35,22,20,8,13,20,30,20,4,4,1,8,16,26,17,28,18,14,8,33,27,24,32,22,14,24,7,29,25,34,14,5,5,6,32,27,34,23,28,8,17,14,28,30,23,2,11,11,18,13,16,2,36,6,17,28,31,9,24,24,31,3,7,32,3,6,29,34,7,4,25,35,22,20,19,1,22,10,20,10,12,35,10,19,35,25,15,27,35,4,17,13,14,24,31,13,7,9,29,29,23,26,34,10,1,30,26,3,33,2,14,26,12,12,24,1,23,6,35,3,36,17,27,1,21,25,32,36,36,25,16,5,27,12,18,31",20100,200
