run,solution_idx,f1,f2,chromosome,n_evaluations,n_generations
0,0,229596.6079636121,4.919490714381814,"25,7,17,9,16,10,19,36,3,30,37,9,33,35,22,32,29,5,20,15,42,17,14,46,8,18,9,47,2,22,46,10,6,45,40,7,47,26,35,47,22,12,41,28,4,41,12,43,44,27,31,10,21,39,9,15,34,16,29,44,29,31,20,46,7,31,14,42,28,25,5,35,39,20,24,22,46,36,21,19,43,16,2,12,29,13,45,24,33,41,16,40,44,18,46,13,27,43,18,7,16,40,45,42,6,38,47,38,23,1,34,37,43,48,14,48,39,24,45,2,48,39,47,42,1,8,31,15,4,37,4,28,24,46,29,11,7,3,2,5,22,30,2,39,21,7,12,8,6,19,32,17,32,5,39,30,33,35,23,19,38,28,37,2,29,10,14,25,11,48,13,17,34,18,28,17,10,30,46,8,26,26,1,17,3,36,45,8,17,39,18,6,19,47,23,11,37,19,9,13,11,21,25,15,36,25,28,13,15,27,39,5,32,30,12,23,6,9,14,48,5,2,27,29,40,10,5,4,5,48,1,44,8,3,25,32,35,40,26,26,9",20100,200
0,1,222484.88702783614,4.944834566382266,"5,31,16,43,21,10,19,42,3,32,17,20,33,1,7,20,17,5,20,39,22,17,28,16,30,18,9,47,7,15,20,23,6,17,30,25,47,26,8,47,22,12,41,28,4,41,40,43,34,29,31,10,20,26,12,15,34,16,34,44,18,31,5,33,25,35,45,42,21,25,5,35,39,46,24,22,46,36,21,19,43,3,39,39,29,13,45,26,33,41,16,34,44,18,46,13,27,13,18,39,16,46,45,42,6,38,47,38,23,19,30,37,43,28,14,3,3,27,45,24,48,34,11,42,4,8,33,42,14,48,4,31,24,46,29,38,7,24,23,36,22,30,43,35,27,4,12,19,6,36,32,17,32,17,14,30,28,35,1,12,42,5,37,2,43,16,14,43,11,2,7,6,10,13,28,2,33,3,22,8,26,26,48,7,44,36,46,20,38,45,21,22,9,47,23,11,37,4,9,13,10,6,21,1,15,8,14,30,15,27,28,33,32,30,12,40,13,22,19,48,37,2,14,2,40,1,4,45,24,3,19,18,34,3,5,41,27,40,42,26,24",20100,200
0,2,219733.90171123593,5.032533048961416,"25,18,17,43,21,10,19,42,3,32,17,41,30,1,7,20,29,5,20,47,42,17,28,16,8,18,9,36,29,15,20,10,6,17,4,7,47,45,8,47,2,12,41,47,6,41,40,43,34,29,31,10,21,46,30,15,34,16,29,44,18,31,19,46,25,35,14,42,21,25,5,35,39,20,24,22,32,5,26,19,43,18,41,12,29,13,45,26,33,28,16,1,44,18,46,13,27,13,18,39,43,46,45,8,6,38,5,38,23,19,38,37,43,9,14,16,3,19,45,24,48,34,23,42,10,8,33,42,16,48,4,4,24,46,8,38,7,24,23,36,22,30,43,35,27,4,12,44,6,36,32,17,32,7,14,33,28,35,39,12,31,4,37,2,43,10,14,25,11,2,25,17,34,22,28,2,42,3,4,8,26,26,46,18,44,36,46,20,40,39,21,22,9,47,23,11,37,4,9,13,10,6,14,15,15,8,11,24,15,27,19,33,32,30,12,40,8,22,37,48,37,2,14,2,40,1,4,45,24,7,1,44,34,3,25,14,27,40,42,30,19",20100,200
1,0,215915.2041320423,4.549877898239566,"26,47,21,22,9,42,39,11,26,2,47,10,48,16,7,1,19,18,31,32,23,8,38,2,19,43,8,14,45,29,10,6,37,34,15,32,45,44,25,16,24,34,10,15,33,12,11,3,3,44,33,35,47,30,44,6,20,29,9,2,42,29,28,43,14,46,23,30,46,35,25,43,25,19,30,37,31,18,24,40,27,19,18,24,5,8,4,29,22,45,19,13,15,7,21,16,27,11,17,46,16,43,32,44,28,21,15,9,27,5,30,18,21,47,25,15,19,39,26,18,1,41,26,8,48,28,19,6,42,2,3,27,36,4,43,38,44,13,8,11,17,32,28,8,17,23,42,21,3,3,20,28,3,24,19,18,41,14,12,1,35,47,33,33,22,36,6,13,45,9,9,25,14,31,15,11,19,2,28,36,12,41,40,37,2,17,35,26,2,40,33,22,7,8,4,3,2,25,6,7,43,8,39,11,27,40,35,32,13,1,20,32,42,35,34,41,33,7,47,15,36,34,39,40,4,23,10,23,16,6,30,37,31,38,39,22,48,7,14,39,20",20100,200
1,1,212303.32067485026,4.622559416119555,"29,47,12,22,11,42,39,11,26,2,47,10,15,16,7,1,19,18,31,7,23,8,38,2,19,43,8,41,45,29,10,14,37,4,47,32,45,44,25,28,24,34,10,24,33,12,11,3,3,44,21,35,47,23,44,6,20,29,21,2,42,29,47,43,14,46,23,30,46,35,25,26,23,43,30,31,31,24,6,40,27,19,18,24,5,9,48,29,22,47,19,13,15,7,21,16,27,9,17,46,16,43,32,44,28,21,15,9,27,5,35,18,21,47,25,15,19,39,26,18,1,19,26,8,48,28,19,6,42,2,3,27,36,4,43,38,44,13,8,11,47,32,28,8,17,23,42,21,3,3,20,15,3,23,19,18,41,14,12,48,35,47,33,33,22,36,32,13,45,9,9,25,14,31,15,39,19,2,28,36,12,41,40,37,2,17,35,30,2,40,33,22,7,8,30,3,46,25,6,7,43,8,39,11,18,40,35,24,13,1,20,32,42,35,34,41,33,7,47,15,36,34,39,40,4,23,10,23,13,6,5,37,31,38,39,22,48,47,48,39,14",20100,200
2,0,207002.0438395501,4.466697761085799,"17,33,26,30,25,17,18,11,27,31,27,11,2,48,21,46,29,34,1,6,38,24,41,19,15,38,12,44,41,34,33,43,18,1,38,43,12,5,43,13,8,16,30,46,33,30,4,6,21,43,48,20,23,2,23,26,15,36,20,45,25,47,36,35,39,29,36,37,47,48,10,3,31,4,12,22,5,5,24,9,7,46,32,45,32,45,40,28,3,6,34,14,8,40,23,33,17,1,32,11,31,4,23,8,12,10,10,44,6,9,16,30,42,31,39,23,28,35,24,46,7,39,19,2,47,22,5,31,3,21,11,28,19,21,45,39,46,25,12,14,20,23,24,7,37,31,13,36,19,12,8,45,13,32,44,21,18,15,38,43,45,24,34,20,27,38,45,22,20,40,26,41,11,16,34,19,47,34,23,7,18,14,6,10,10,29,13,34,6,14,6,42,26,20,18,2,10,38,1,48,27,9,37,28,28,8,7,16,37,29,8,39,3,40,22,13,23,20,18,13,19,42,35,17,47,10,44,17,46,47,29,2,15,44,27,40,13,13,10,42,45",20100,200
2,1,209188.97171072493,4.314864488666539,"13,32,21,30,25,36,18,11,27,31,27,11,2,48,4,46,20,6,1,6,33,24,41,19,20,38,12,9,41,34,33,43,18,1,14,43,12,5,6,13,8,16,30,46,33,30,4,28,21,43,48,20,23,45,41,26,15,36,24,48,25,47,36,35,39,29,5,37,47,48,36,3,31,4,46,22,5,23,24,9,7,46,47,45,32,45,40,28,3,1,23,14,8,40,23,33,17,1,32,8,31,4,36,8,47,10,45,44,6,9,16,30,42,31,39,23,38,35,12,8,7,39,19,34,33,22,5,31,4,35,11,28,19,21,45,32,39,25,12,19,20,23,24,11,37,31,13,36,19,12,23,45,13,20,13,21,18,15,38,43,45,24,34,20,27,38,45,22,15,40,26,41,11,16,34,19,14,28,38,7,35,14,6,10,10,29,32,1,6,14,40,42,26,20,18,2,10,38,1,48,27,9,37,28,28,8,7,16,37,29,44,39,3,40,22,13,23,19,18,47,30,42,35,17,19,27,44,17,23,22,29,2,10,44,27,40,13,9,10,42,45",20100,200
2,2,205186.2513107632,4.4760163339985946,"17,37,21,30,25,36,18,11,27,31,7,11,2,48,4,46,13,1,34,6,8,20,41,28,20,38,12,32,41,34,33,43,33,1,14,43,12,5,6,13,30,16,11,46,33,30,4,6,21,43,48,20,23,45,41,26,15,36,25,3,25,5,36,35,29,29,47,37,47,48,18,3,40,4,40,22,5,23,24,9,7,46,32,45,32,45,30,28,44,6,43,14,8,40,23,33,17,1,32,11,31,4,23,8,47,10,45,44,6,9,16,30,42,31,39,23,28,18,12,8,7,39,19,2,47,22,5,27,4,35,3,28,19,21,45,39,46,25,8,14,20,16,24,7,24,31,13,36,19,12,23,45,13,20,13,21,18,15,38,43,45,4,34,20,27,38,38,22,15,40,26,41,36,46,34,19,47,34,31,7,35,14,6,11,10,29,32,1,6,14,40,42,26,12,18,2,10,32,1,48,27,9,37,28,28,8,47,16,37,29,8,39,3,40,22,13,23,20,18,13,19,42,35,34,19,10,44,9,4,47,29,2,10,44,27,40,8,9,10,42,48",20100,200
2,3,210827.74606198262,4.187448175467037,"17,37,32,30,25,36,34,11,27,31,25,11,2,48,17,46,21,6,32,46,8,24,41,19,7,38,12,32,41,34,16,43,33,1,38,43,12,5,6,13,8,16,30,46,33,30,4,19,21,6,48,20,23,33,27,26,15,36,25,27,25,47,16,35,29,32,24,37,19,48,18,3,40,4,40,22,5,5,47,9,41,46,32,45,14,45,40,28,3,45,34,14,8,40,13,33,9,1,32,46,31,4,23,44,47,10,45,44,6,13,16,30,42,31,39,23,28,9,39,8,7,39,20,21,26,22,34,31,4,35,45,28,19,32,45,39,46,25,12,14,46,23,24,12,24,31,13,36,19,9,23,20,13,20,22,21,18,15,38,43,11,24,34,20,27,38,45,22,15,40,26,41,36,16,34,19,47,34,23,7,18,14,6,10,10,29,32,34,14,9,29,42,26,12,18,2,10,32,1,48,7,9,8,28,28,8,7,16,37,29,47,39,3,40,38,36,23,20,35,13,19,42,35,17,19,10,44,17,4,47,29,2,10,44,27,40,13,11,35,35,48",20100,200
3,0,210527.65086261948,4.631564410530085,"46,23,9,31,28,22,15,22,2,25,33,10,17,24,13,11,15,23,40,6,6,47,18,43,38,2,20,43,41,6,6,17,12,30,8,33,3,31,26,4,43,20,34,44,44,19,36,47,32,37,40,1,27,29,15,42,5,16,11,25,41,9,22,45,11,22,3,6,37,40,33,9,10,2,19,45,21,18,47,41,4,30,11,23,35,42,21,25,30,14,37,23,7,27,23,16,12,39,14,29,29,38,42,25,36,25,29,40,48,13,19,7,21,12,48,41,39,12,3,43,43,29,4,31,23,12,17,11,38,16,19,26,10,33,9,10,12,26,20,1,27,14,7,1,35,22,27,36,19,38,43,29,7,23,36,38,23,14,42,25,22,4,32,46,43,18,9,42,24,33,5,4,17,31,24,13,30,36,13,30,37,31,28,41,39,21,25,44,28,34,22,46,11,20,14,47,15,23,8,26,45,20,5,41,34,28,26,30,15,39,8,24,48,36,12,2,48,14,31,16,47,27,44,5,33,27,8,41,28,8,32,40,1,9,21,2,24,18,38,32,18",20100,200
