run,solution_idx,f1,f2,chromosome,n_evaluations,n_generations
0,0,46615.930355842276,8.313969271533963,"68,91,40,78,43,6,19,26,31,36,17,25,52,63,88,48,20,75,69,23,34,24,57,18,35,11,22,66,8,42,9,32,59,95,55,3,79,28,83,4,12,97,41,13,16,67,44,7,61,73,76,96,53,72,94,54,62,101,81,82,100,84,98,99,45,14,56,46,49,60,39,86,65,58,38,29,30,37,50,33,71,87,64,85,93,10,77,89,5,2,80,51,92,70,15,27,90,47,21,74",20100,200
0,1,45661.81649587753,9.23819826969703,"68,43,78,40,91,6,19,26,31,36,8,48,52,63,88,66,20,95,59,32,9,42,34,24,57,18,35,11,22,25,17,23,69,75,55,3,79,28,83,4,12,97,41,13,16,67,44,7,61,73,76,96,53,72,94,54,62,101,81,82,100,84,98,99,45,14,56,46,49,60,39,86,65,58,38,70,37,30,50,93,85,64,87,71,33,10,77,89,5,2,80,51,92,29,15,27,90,47,21,74",20100,200
0,2,51671.25672552753,6.019401644609046,"68,91,40,78,43,6,19,26,31,36,88,48,52,63,8,66,22,11,35,18,57,24,34,23,69,75,20,25,17,42,9,32,55,95,59,3,79,28,44,7,83,67,100,82,30,37,16,13,41,97,12,4,62,54,94,53,96,61,73,76,72,84,98,99,45,14,56,46,49,60,39,86,65,58,38,29,101,81,50,33,71,87,92,85,93,10,77,89,5,2,80,51,64,70,15,27,90,47,21,74",20100,200
0,3,48823.49843660982,6.611707619110479,"68,43,40,78,91,6,19,26,31,36,17,25,52,63,88,48,20,75,69,23,34,24,57,18,35,11,22,66,8,42,9,32,55,95,59,3,79,28,44,7,83,67,100,82,101,81,16,13,41,97,12,4,62,54,94,53,72,61,73,76,96,84,98,99,45,14,56,46,49,90,64,51,80,2,5,89,77,10,93,85,92,87,71,33,50,37,30,29,38,58,65,86,39,60,70,27,15,47,21,74",20100,200
0,4,51185.21015561479,6.0927895949237385,"68,91,40,78,43,6,19,26,31,36,88,48,52,63,8,66,22,11,35,18,57,24,34,23,69,75,20,25,17,42,9,32,55,95,59,3,79,28,44,7,83,67,100,82,30,37,16,13,41,97,12,4,62,54,94,72,53,61,73,76,96,84,98,99,45,14,56,46,49,60,39,86,65,58,38,29,101,81,50,33,71,87,92,85,93,10,77,89,5,2,80,51,64,70,15,27,90,47,21,74",20100,200
0,5,47293.40240232025,7.4194346802122935,"68,91,40,78,43,6,19,26,31,36,17,25,52,63,88,48,20,75,69,23,34,24,57,18,35,11,22,66,8,42,9,32,59,95,55,3,79,28,83,4,12,97,41,13,16,67,44,7,61,73,76,96,53,72,94,54,62,101,81,82,100,84,98,99,45,14,56,46,49,60,39,86,65,58,38,29,30,37,50,33,71,87,92,85,93,10,77,89,5,2,80,51,64,70,15,27,90,47,21,74",20100,200
0,6,52116.389511972964,5.9823700750352815,"68,91,40,78,43,6,19,26,31,36,88,48,52,63,8,66,20,75,69,23,34,24,57,18,35,11,22,25,17,60,49,46,56,14,45,99,98,83,67,44,7,100,82,30,37,16,13,41,97,12,4,28,54,94,53,72,61,73,76,96,84,62,79,3,59,95,55,32,9,42,39,86,65,58,38,29,101,81,50,33,71,87,64,85,80,2,5,89,77,10,93,51,92,70,15,27,90,47,21,74",20100,200
0,7,46615.930355842276,8.313969271533963,"68,91,40,78,43,6,19,26,31,36,17,25,52,63,88,48,20,75,69,23,34,24,57,18,35,11,22,66,8,42,9,32,55,95,59,3,79,28,83,4,12,97,41,13,16,67,44,7,61,73,76,96,53,72,94,54,62,101,81,82,100,84,98,99,45,14,56,46,49,60,39,86,65,58,38,29,30,37,50,33,71,87,64,85,93,10,77,89,5,2,80,51,92,70,15,27,90,47,21,74",20100,200
0,8,47293.40240232025,7.4194346802122935,"68,91,40,78,43,6,19,26,31,36,17,25,52,63,88,48,20,75,69,23,34,24,57,18,35,11,22,66,8,42,9,32,59,95,55,3,79,28,83,4,12,97,41,13,16,67,44,7,61,73,76,96,53,72,94,54,62,101,81,82,100,84,98,99,45,14,56,46,49,60,39,86,65,58,38,29,30,37,50,33,71,87,2,5,89,77,10,93,85,92,80,51,64,70,15,27,90,47,21,74",20100,200
0,9,46878.06335863023,7.698716334309189,"68,91,40,78,43,6,19,26,31,36,17,25,52,63,88,48,20,75,69,23,34,24,57,18,35,11,22,66,8,42,9,73,61,94,54,62,4,12,97,41,13,16,81,101,82,100,67,83,7,44,28,79,3,59,95,55,32,76,96,53,72,84,98,99,45,14,56,46,49,60,39,86,65,58,38,29,30,37,50,33,71,87,92,51,80,2,77,89,5,10,93,85,64,90,70,27,15,47,21,74",20100,200
0,10,47962.0205198011,6.902217293488339,"68,91,40,78,43,6,19,26,31,36,88,48,52,63,8,66,20,75,69,23,34,24,57,18,35,11,22,25,17,42,9,32,55,95,59,3,79,28,83,4,12,97,41,13,16,67,44,7,61,73,76,96,99,98,84,100,82,81,101,62,54,94,72,53,45,14,56,46,49,60,39,86,65,58,38,29,30,37,50,33,71,87,92,85,93,10,77,89,5,2,80,51,64,70,15,27,90,47,21,74",20100,200
0,11,45573.41681851465,11.585905064306461,"68,43,78,40,91,6,19,26,31,36,17,25,52,63,88,48,20,75,69,23,34,24,57,18,35,11,22,66,8,42,9,32,59,95,55,3,46,28,83,4,12,97,41,13,16,67,44,7,61,73,76,96,53,72,94,54,62,101,81,82,100,84,98,99,38,58,65,56,79,49,60,39,45,14,86,70,37,30,50,93,85,64,87,71,33,10,77,89,5,2,80,51,92,29,15,27,90,47,21,74",20100,200
0,12,46002.77143032141,8.692901097588503,"68,91,40,78,43,6,19,26,31,36,8,48,52,63,88,66,20,95,59,32,9,42,34,24,57,18,35,11,22,25,17,23,69,75,55,3,79,28,83,4,12,97,41,13,16,67,44,7,61,73,76,96,53,72,94,54,62,101,81,82,100,84,98,99,45,14,56,46,49,60,39,86,65,58,38,70,37,30,50,93,85,64,87,71,33,10,77,89,5,2,80,51,92,29,15,27,90,47,21,74",20100,200
