run,solution_idx,f1,f2,chromosome,n_evaluations,n_generations
0,0,147623.90335655276,8.721190950646198,"1,20,13,23,15,19,4,8,21,26,17,14,18,12,2,25,7,6,9,4,17,11,26,16,22,24,18,5,3,20,13,21,10,24,10,7,12,14,25,9,15,18,6,15,14,13,23,15,23,5,21,2,9,3,18,11,6,22,2,2,14,2,9,24,15,9,8,1,2,3,9,1,10,22,7,11,19,3,22,3,3,23,1,3,16,6,3,5,25,23,16,20,24,25,19,14,1,21,21,22,24,25,5,22,9,14,21,19,15,5,16,8,15,25,9,23,23,22,8,13,5,1,8,12,20,15,6,20,11,2,16,5,15,20,18,12,12,3,21,24,8,22,9,22,15,8,25,19,14,5,22,20,1,3,5,12,6,2,25,22,11,25,18,19,2,20,19,8,9,22,22,16,6,16,15",10050,200
1,0,162409.77397971263,10.74089679241568,"18,22,16,15,1,3,4,6,10,24,23,13,5,17,7,19,26,11,17,24,26,14,8,9,23,25,18,20,1,22,25,21,2,10,8,12,5,6,20,12,22,3,12,9,18,4,12,9,2,15,11,3,22,3,3,3,13,16,21,20,22,11,7,10,9,4,12,7,19,20,19,3,6,22,18,12,7,16,14,13,4,19,25,13,4,14,2,3,15,6,6,15,20,6,5,15,2,21,21,14,9,22,21,9,20,2,16,21,24,15,4,13,22,21,4,11,17,7,10,18,20,20,7,9,19,16,21,20,19,12,6,4,7,21,8,17,20,20,12,23,21,11,12,12,19,4,24,7,18,19,16,21,12,20,14,16,12,25,25,2,15,12,12,12,2,2,1,14,7,9,2,16,11,11,13",10050,200
1,1,163234.7830513289,10.498238792839459,"18,22,16,15,1,3,4,6,10,24,23,13,5,17,7,19,26,11,17,24,26,14,8,9,23,25,18,20,1,22,25,21,2,10,8,12,5,22,20,12,14,9,12,11,10,16,12,9,2,15,11,10,3,11,3,3,20,16,21,4,23,11,7,10,9,4,21,3,20,20,25,16,6,22,14,12,20,16,14,13,4,19,10,13,4,14,2,3,15,8,6,15,23,6,5,16,2,21,10,14,9,6,21,9,20,2,16,21,24,15,21,16,12,21,4,23,17,7,22,2,20,1,7,9,11,13,21,20,19,12,6,3,7,21,8,25,20,20,12,23,21,11,12,12,12,4,7,7,2,19,16,21,12,6,14,16,12,25,25,2,15,13,12,12,2,2,16,7,19,2,6,15,11,11,13",10050,200
2,0,182590.33089186053,11.769482149150472,"10,24,24,15,9,13,17,7,15,20,16,22,6,8,11,26,2,25,12,23,14,1,18,4,9,21,12,6,5,21,8,17,23,3,19,18,5,3,20,3,26,9,1,26,10,16,25,18,10,26,14,3,22,19,13,22,21,20,14,10,7,18,25,21,12,19,11,4,2,23,8,21,17,26,8,22,4,2,19,9,24,10,1,18,26,7,20,14,7,1,10,26,13,3,3,8,20,3,4,10,25,2,17,16,4,14,14,14,6,13,12,16,13,22,26,3,25,14,6,18,20,7,9,8,14,11,16,12,3,23,1,16,2,11,23,20,12,2,1,16,13,18,14,19,16,6,23,25,13,3,10,15,20,21,22,8,10,21,1,25,13,16,3,7,2,25,16,26,16,2,16,11,2,7,19",10050,200
2,1,182858.00198440714,11.717079022879481,"10,24,24,15,9,13,17,7,15,20,16,22,6,8,11,26,2,25,12,23,14,1,18,4,9,21,12,6,5,21,8,17,23,3,19,18,5,3,20,10,26,26,1,26,10,16,25,22,10,26,14,3,4,19,13,22,21,20,14,18,4,18,25,7,12,19,11,4,2,23,23,21,17,26,8,22,4,2,19,9,24,10,1,14,26,13,16,14,7,1,10,26,26,21,3,8,20,3,18,13,25,2,7,8,4,14,14,14,6,3,15,16,18,22,26,3,25,14,20,10,20,9,9,24,4,11,16,12,1,23,7,16,6,11,10,20,19,20,1,16,13,18,14,19,26,25,17,22,11,24,10,15,16,21,22,21,10,21,1,2,13,16,3,7,2,25,16,26,16,2,16,11,2,7,19",10050,200
2,2,184273.01385654166,11.565097461324777,"10,24,24,15,9,13,17,7,15,20,16,22,6,8,11,26,2,25,12,23,14,1,11,4,9,21,12,6,5,21,8,17,23,3,19,18,5,3,4,3,18,9,1,3,10,19,25,18,10,26,14,20,18,19,3,22,14,22,14,18,7,18,18,19,21,19,12,4,2,17,22,2,17,26,13,22,1,2,19,9,7,23,24,18,13,4,20,14,8,1,10,26,13,3,3,25,8,18,18,10,25,2,7,16,4,14,1,14,6,13,8,14,13,22,26,3,5,16,6,17,20,22,2,18,14,2,16,12,19,23,26,20,6,18,2,21,19,18,1,10,13,18,3,19,16,25,23,25,20,16,3,15,20,21,3,8,10,21,1,25,13,16,3,7,26,12,16,26,16,2,9,14,2,7,19",10050,200
2,3,174987.36678605218,13.300576132024771,"10,24,24,15,9,13,17,7,15,20,16,22,6,8,11,26,2,25,12,23,14,1,18,4,9,21,12,6,5,21,8,17,23,3,19,18,5,3,20,26,8,9,1,3,10,19,9,22,10,3,22,11,4,19,13,22,6,20,14,10,13,18,10,19,21,25,26,7,2,14,21,2,16,26,8,14,1,2,19,19,3,4,5,9,26,4,20,14,14,16,3,23,1,3,3,6,21,3,18,10,25,2,26,16,4,14,14,14,6,13,12,14,18,13,2,3,20,14,6,19,20,22,2,24,14,11,6,12,13,7,26,16,6,19,23,3,19,2,1,16,13,13,3,19,9,16,23,22,20,25,4,15,20,21,22,8,10,21,1,2,1,16,3,7,26,12,11,26,24,2,26,22,9,7,19",10050,200
2,4,181963.73195633828,12.76946246314359,"10,24,24,15,9,13,17,7,15,20,16,22,6,8,11,26,2,25,12,23,14,1,18,4,9,21,12,6,5,21,8,17,23,3,19,18,5,3,20,3,26,18,1,26,10,19,25,7,10,10,14,3,22,19,13,22,21,19,14,10,7,18,25,9,12,19,26,4,2,23,8,2,7,26,8,13,1,2,19,9,24,10,24,18,26,7,20,14,7,1,10,26,13,3,3,8,3,3,4,5,3,2,17,16,4,14,14,14,16,13,1,16,13,22,26,3,5,14,6,17,20,7,22,20,14,2,16,12,3,23,1,16,2,18,23,20,19,2,1,16,13,18,14,19,16,6,23,25,26,16,10,15,20,21,26,8,10,21,1,25,13,16,3,7,2,25,16,26,11,2,16,11,2,25,19",10050,200
3,0,128531.74069304444,8.00850140004709,"10,5,22,12,8,16,15,17,25,3,13,6,2,22,11,4,21,26,23,19,7,18,6,24,25,19,2,1,14,15,23,7,9,9,20,13,5,10,26,7,16,8,11,4,18,10,10,20,12,21,18,1,14,22,4,14,21,18,3,5,7,8,12,18,19,20,9,4,25,22,3,3,3,3,12,21,18,19,24,18,1,4,21,20,2,26,17,14,8,9,10,20,14,17,12,18,8,26,24,11,14,19,1,25,20,8,14,16,3,26,24,11,12,4,11,12,14,16,14,17,4,3,12,25,14,21,2,10,20,1,15,5,1,25,21,4,7,26,11,8,21,24,19,21,9,21,25,1,25,10,9,14,1,1,1,12,26,17,8,11,16,10,22,8,1,11,10,8,14,1,19,22,21,21,25",10050,200
4,0,140547.8210523022,9.260209462530575,"5,23,7,22,15,17,24,18,20,13,21,14,16,3,8,11,2,26,25,20,23,19,7,6,1,2,22,9,12,24,3,9,15,12,10,1,4,11,6,19,16,13,4,25,14,21,11,1,8,25,4,7,17,5,4,25,16,5,17,25,13,21,5,10,5,16,19,4,2,3,5,7,13,20,18,13,16,14,20,18,21,18,16,18,8,17,10,19,19,10,16,20,19,10,17,21,11,22,26,10,26,25,18,25,18,13,1,16,6,10,5,14,16,6,16,16,10,26,10,19,8,3,16,26,11,4,19,19,19,6,11,21,21,16,9,25,10,26,25,5,11,8,1,6,1,25,16,14,14,11,16,1,3,17,4,21,4,10,22,25,3,8,20,8,10,20,26,21,2,13,21,6,8,17,14",10050,200
