run,solution_idx,f1,f2,chromosome,n_evaluations,n_generations
0,0,201737.70561909943,3.86670258604006,"2,10,8,13,24,44,22,11,31,6,24,41,36,2,15,39,46,23,6,43,48,39,14,5,39,34,12,23,36,41,18,47,19,43,3,28,46,44,6,4,7,24,38,10,7,45,26,38,22,31,41,42,40,5,45,35,23,16,48,9,18,29,34,11,19,45,41,32,21,40,21,36,1,13,1,15,20,5,5,5,42,12,27,32,16,2,14,12,21,40,20,45,33,13,44,2,10,19,36,4,4,5,2,9,23,25,33,29,42,14,30,36,26,30,46,35,27,17,42,18,7,41,13,3,30,40,46,47,6,37,4,1,43,3,47,26,17,47,33,11,35,39,32,39,30,14,9,34,44,32,12,35,30,22,25,16,22,12,48,2,20,27,30,17,8,10,34,37,34,3,28,45,3,41,9,38,25,33,47,25,21,29,7,32,12,31,15,34,9,4,21,15,48,20,17,28,43,18,38,9,35,3,9,16,37,29,14,15,23,8,16,33,18,27,36,13,33,35,31,15,40,8,44,11,37,17,20,18,10,28,5,43,17,47,25,27,33,39,37,17,43",10050,200
1,0,224718.55002334356,4.478407529165232,"13,44,28,36,42,17,39,41,37,33,31,3,11,16,5,13,5,30,1,25,17,2,46,7,12,4,18,28,4,46,32,30,44,24,46,48,29,13,47,25,4,8,37,10,37,12,21,13,47,2,10,36,12,28,15,3,40,7,32,18,9,24,45,36,41,7,44,29,6,21,20,42,48,5,28,15,24,40,27,39,24,36,44,6,8,30,41,45,2,35,48,11,7,3,22,6,18,22,27,46,8,19,45,17,41,23,28,38,9,25,46,25,34,18,2,40,20,38,31,11,21,41,38,38,21,34,19,26,42,37,44,19,32,18,16,37,35,25,11,14,21,36,16,40,23,34,47,6,26,23,26,23,31,22,35,39,16,8,39,19,38,21,7,41,31,45,38,4,29,30,1,9,26,20,12,4,8,41,36,4,35,30,26,26,1,13,28,28,31,1,12,33,34,48,2,38,5,39,19,20,25,11,33,9,45,31,14,26,10,10,31,40,17,17,3,47,2,46,23,31,14,22,15,15,27,35,23,12,46,14,5,1,45,32,26,48,16,14,3,3,33",10050,200
1,1,212628.4890702142,4.631564410530085,"46,44,28,36,42,17,39,41,37,33,31,3,48,16,5,13,5,30,21,25,44,2,46,31,8,4,11,28,4,8,32,16,47,24,32,28,19,45,15,25,4,8,48,20,23,12,21,13,47,43,40,36,12,28,15,24,38,7,1,48,9,24,15,43,27,29,44,43,47,13,15,42,48,5,28,1,40,29,27,14,41,36,44,12,9,30,41,3,44,33,32,11,7,23,34,41,11,22,27,2,8,2,38,37,41,26,14,22,40,24,46,25,9,18,4,40,20,2,30,34,21,14,45,6,23,34,19,26,42,37,44,22,32,12,8,37,33,26,11,14,11,48,20,44,29,40,47,16,26,33,26,17,8,46,35,39,5,14,39,19,38,7,7,31,46,45,16,28,11,30,1,9,18,20,42,4,38,10,4,3,35,30,47,26,1,13,37,41,39,6,19,18,34,48,36,6,5,45,19,37,25,38,3,24,45,31,14,26,10,10,31,40,17,17,1,15,2,46,23,1,14,22,27,1,31,35,29,12,10,11,35,23,45,32,43,18,16,2,3,3,37",10050,200
2,0,204927.83603231874,4.107073843450536,"32,12,24,38,5,21,47,27,35,34,33,37,18,14,5,43,32,1,31,4,4,42,38,34,26,4,43,21,20,43,14,23,2,15,37,31,27,27,13,25,33,21,36,25,48,40,34,16,45,22,46,6,24,5,24,9,21,36,43,12,30,29,33,7,17,38,5,39,43,37,41,48,17,25,8,33,22,26,12,45,37,44,47,27,35,46,38,45,40,32,19,18,3,32,20,42,13,30,20,19,45,5,27,10,2,25,11,4,14,38,30,1,30,46,9,28,24,2,42,18,40,48,20,47,19,39,10,41,1,31,5,46,9,35,44,8,26,36,47,38,1,7,29,41,39,24,19,44,18,44,15,37,14,40,13,37,16,43,15,43,23,16,20,28,1,28,13,21,26,32,11,24,28,47,34,15,14,21,35,7,32,8,14,41,23,16,32,1,30,10,13,3,4,23,34,29,31,13,13,19,12,3,17,21,27,11,33,31,17,2,41,28,41,11,34,44,14,25,26,6,22,17,47,6,41,22,7,18,42,33,18,22,21,25,46,23,10,4,1,47,3",10050,200
3,0,205460.83046481814,4.540710908608426,"32,7,40,15,31,26,21,8,23,24,23,16,36,25,38,10,17,13,25,11,30,42,16,23,1,47,38,4,36,27,33,42,4,30,23,18,48,40,23,4,11,38,27,42,9,11,14,17,37,29,4,6,40,29,29,6,39,35,16,34,20,18,35,3,28,41,41,22,14,9,14,9,3,27,10,48,24,17,44,26,4,23,11,32,45,42,26,21,37,12,35,21,20,32,15,11,37,34,8,12,47,29,36,33,44,3,10,33,22,21,1,45,3,13,28,12,46,47,19,43,47,29,5,44,14,14,11,5,44,36,45,21,1,3,23,7,31,42,16,24,44,38,25,1,5,28,43,47,4,29,9,4,8,32,2,22,25,15,2,14,5,7,24,29,44,40,27,43,30,18,19,15,41,20,2,18,13,25,27,33,31,2,17,48,5,17,36,48,13,46,2,28,36,12,31,4,40,38,1,13,6,38,5,23,24,34,9,32,26,29,37,39,34,19,8,45,33,5,42,31,48,45,1,43,20,7,20,12,12,46,33,16,6,8,23,45,35,12,18,41,43",10050,200
4,0,194934.2598728326,3.6789566757740193,"31,38,23,46,10,13,34,18,17,27,32,31,19,5,6,33,24,20,2,37,4,21,37,20,8,48,45,37,20,11,14,6,2,25,41,42,13,28,46,47,40,25,3,44,26,9,15,33,45,26,16,27,16,2,44,30,14,4,17,18,13,38,39,13,44,43,33,7,7,45,3,32,32,20,35,48,38,10,29,36,38,1,7,31,22,33,18,12,15,47,5,12,2,19,24,24,4,26,39,41,28,11,11,48,23,31,12,41,47,5,11,34,21,2,8,3,22,15,47,34,15,28,21,17,22,48,15,7,43,11,46,37,45,6,48,32,28,19,33,7,47,39,45,14,1,25,33,5,12,34,11,1,43,21,3,30,27,18,42,31,26,20,40,38,1,4,42,23,34,8,9,23,17,28,5,35,7,4,41,14,3,24,11,10,25,40,16,29,6,48,37,46,8,32,23,20,19,3,43,7,5,45,25,32,2,29,9,43,29,12,31,6,39,17,16,16,40,29,4,37,35,6,22,46,18,12,42,44,38,40,14,34,27,36,35,21,36,30,41,1,26",10050,200
5,0,198833.81039501014,3.946693412071539,"28,36,23,20,7,33,7,25,2,27,9,18,47,26,9,32,24,35,1,2,8,17,14,37,29,4,31,18,39,32,26,8,40,17,41,33,43,22,37,3,40,4,45,46,16,25,46,46,20,32,18,48,45,43,45,29,30,28,32,35,34,47,12,29,44,14,24,41,6,16,1,40,31,11,23,4,43,39,41,1,19,11,25,12,38,15,38,36,45,7,18,36,33,35,3,24,28,29,5,2,12,18,23,35,11,34,41,22,5,11,22,32,33,5,21,13,23,4,26,30,13,17,27,37,20,19,20,18,12,22,12,48,27,3,5,37,3,27,43,30,27,17,48,17,21,5,17,8,5,16,44,1,40,45,42,36,28,41,2,29,39,8,31,14,16,21,21,10,36,7,19,15,20,10,26,15,21,24,31,3,38,37,6,35,31,46,24,29,30,26,25,6,7,1,43,13,40,1,9,47,30,15,13,31,9,18,20,4,35,42,11,4,44,15,2,39,27,18,29,5,43,8,10,42,34,29,13,38,30,34,25,23,25,9,44,38,48,29,2,19,14",10050,200
6,0,224350.08875889608,4.944834566382266,"20,12,25,20,45,47,2,38,31,17,46,5,23,32,44,27,40,16,4,43,47,15,48,18,40,48,20,14,39,23,26,35,19,14,16,9,39,25,6,42,20,22,7,21,35,1,35,34,42,12,40,28,4,41,19,43,11,40,28,13,41,26,19,29,43,48,31,45,47,8,23,2,42,19,9,39,13,28,34,6,33,2,3,16,48,45,40,31,29,15,31,48,33,19,18,36,4,26,16,11,34,23,42,31,7,26,32,19,33,41,43,27,28,1,15,1,1,25,13,34,45,20,33,11,44,14,17,46,24,22,13,22,36,25,35,38,36,40,44,25,2,44,30,33,24,16,26,23,31,27,21,17,26,28,17,37,43,38,11,35,37,30,25,15,6,44,9,16,18,46,10,42,24,41,27,47,14,12,18,1,12,4,23,29,32,8,7,42,7,46,11,3,46,30,12,13,7,37,37,20,7,25,11,29,21,25,40,33,10,47,41,12,3,14,27,10,34,11,44,21,5,30,5,39,8,47,36,20,8,44,1,3,32,5,6,41,9,2,47,48,21",10050,200
6,1,220866.74859827547,4.97423919364113,"21,27,43,20,45,47,28,38,37,17,32,5,23,14,5,2,25,21,46,44,24,25,10,33,34,48,15,14,25,23,26,45,19,14,16,4,37,25,4,26,48,40,7,21,13,1,35,34,42,48,20,16,47,17,46,43,11,40,32,42,41,37,33,29,28,32,8,9,31,8,16,30,42,44,22,39,31,28,35,6,44,2,29,36,27,20,32,4,29,14,32,46,25,16,11,20,30,26,31,11,40,23,33,32,42,27,15,45,26,41,43,46,6,12,9,37,1,10,13,34,18,38,27,14,33,48,8,39,24,27,35,22,36,19,33,38,40,40,12,25,7,28,34,33,21,29,26,23,24,27,6,38,26,28,7,35,34,16,41,21,47,30,12,15,6,20,22,4,18,5,27,19,8,41,1,47,36,12,18,43,45,19,23,41,1,8,47,33,7,46,38,3,39,36,6,34,15,37,17,12,33,13,11,47,21,22,40,33,10,9,48,28,3,14,44,24,3,19,44,8,26,2,5,39,42,47,24,10,36,44,1,3,15,5,6,41,9,2,44,48,21",10050,200
7,0,204840.76511868997,4.076524936211669,"14,28,12,43,30,34,16,46,1,12,27,26,28,7,30,3,17,21,6,4,10,22,48,19,10,18,22,2,3,18,27,2,26,19,19,40,40,4,26,20,17,32,45,42,28,44,34,20,33,4,43,3,37,24,33,26,38,31,9,37,32,31,47,9,22,44,5,15,12,2,47,42,6,13,8,21,16,2,15,38,7,18,18,11,45,7,27,15,16,11,34,1,17,34,22,48,7,17,37,35,41,21,29,30,46,46,8,13,3,36,20,4,10,10,23,36,20,8,21,48,11,38,25,39,36,35,23,17,29,20,15,6,9,8,24,23,6,36,42,36,36,24,43,13,9,7,25,3,28,43,44,41,39,33,12,39,8,1,46,29,24,25,11,10,46,34,6,6,35,34,19,4,5,30,17,31,24,20,44,42,47,47,1,13,20,30,16,24,15,43,42,14,15,32,33,48,5,24,41,21,37,25,18,28,27,36,13,7,14,1,39,43,23,31,15,2,22,31,7,48,17,38,22,32,16,24,13,18,32,5,44,9,30,27,25,7,27,10,10,29,18",10050,200
