run,solution_idx,f1,f2,chromosome,n_evaluations,n_generations
0,0,727602.1548952485,45.29370127291431,"23,29,16,36,18,7,26,12,3,8,19,18,17,31,9,12,22,36,19,24,22,28,35,13,3,32,30,25,1,15,19,4,28,23,11,39,7,14,29,8,3,1,19,32,30,29,13,20,25,34,9,30,29,14,10,34,26,5,20,3,16,10,35,22,21,39,25,2,3,40,2,37,22,29,27,20,15,13,11,1,30,9,21,35,37,21,32,38,34,13,26,5,10,14,30,7,4,22,33,31,33,6,25,26,5,38,7,11,4,27,14,10,5,11,33,24,20,3,5,2,8,38,29,4,40,13,28,38,28,11,36,22,28,27,27,26,5,40,14,10,15,33,2,18,18,20,25,40,37,30,28,11,17,6,1,37,21,23,37,21,31,18,37,15,38,6,32,12,29,31,11,16,12,30,2,33,34,26,36,33,16,34,9,21,4,24,35,36,39,35,3,32,23,26,40,34,10,40,26,32,17,40,8,39,13,3,3,1,33,21,30,8,2,3,32,17,19,10,33,17,25,31,21,2,34,21,23,8,14,24,26,7,27,4,19,27,23,32,22,35,35,34,11,6,8,37,32,36,22,1,16,38,1,23,23,3,24,21,39,18,34,5,6,37,28,5,24,30,13,36,17,14,24,33,7,9,25,14,18,23,39,9,14,38,4,22,9,19,38,20,17,13,40,25,22,28,4,1,23,14,29,17,15,5,7,6,1,21,19,22,9,4,37,36,25,21,20,3,9,18,35,17,24,39,16,14,24,37,8,32,27,12,18,25,12,1,11,27,6,15,14,26,8,2,35,3,19,11,4,15",10050,200
0,1,708482.7382093887,46.645679060337415,"23,29,16,36,18,7,26,27,1,8,19,18,17,25,9,12,36,21,4,18,6,28,35,40,3,32,30,25,1,15,17,4,28,5,11,39,7,34,29,8,8,12,19,32,30,29,13,20,5,38,12,30,29,14,10,34,26,5,26,37,6,10,36,22,21,33,26,2,3,29,2,31,14,4,27,20,15,13,11,1,32,9,21,35,10,21,32,12,34,30,32,24,10,14,33,7,4,38,37,16,33,35,25,26,10,38,7,11,4,27,5,10,5,11,33,24,20,3,5,2,6,38,39,4,40,13,28,22,28,11,36,9,28,15,27,26,5,40,14,10,15,33,2,18,18,20,34,22,39,30,40,11,32,6,1,37,21,23,37,21,31,30,28,31,38,3,32,35,29,31,11,16,12,30,27,33,34,38,36,33,16,34,9,21,4,22,35,20,39,13,26,32,23,3,17,34,15,40,26,16,17,40,8,22,13,3,15,1,35,33,5,8,2,3,24,17,19,10,33,37,25,31,21,2,34,27,23,8,7,24,27,7,27,4,19,27,38,19,22,27,35,34,11,6,8,37,32,36,22,1,36,31,1,23,1,3,24,21,39,18,34,5,6,1,28,3,24,39,13,36,17,14,15,33,21,9,25,14,18,23,39,9,14,38,4,22,19,19,8,20,17,13,40,37,22,28,4,18,4,14,29,17,16,17,7,40,1,21,19,22,9,13,37,36,30,21,35,3,9,18,35,6,24,39,16,14,24,37,26,7,16,12,18,25,12,1,12,27,6,15,14,26,28,2,29,18,19,6,4,15",10050,200
1,0,742699.5429962743,45.3703578892651,"6,22,12,25,33,4,37,36,13,4,35,8,3,36,21,35,2,12,17,32,23,5,25,8,9,10,12,35,23,16,12,12,37,7,27,3,36,21,20,27,32,5,28,30,39,39,5,36,27,13,38,25,39,19,24,9,10,34,32,32,26,15,39,30,17,33,33,2,3,13,36,15,4,34,34,14,30,14,20,33,15,37,27,10,2,23,13,18,37,11,14,22,40,19,39,30,2,23,38,10,29,2,13,30,4,25,1,19,37,23,35,17,6,2,21,15,8,26,9,21,1,14,27,18,11,3,40,7,35,19,37,40,25,32,5,36,14,25,27,18,35,22,38,2,20,3,23,10,24,7,20,11,26,38,29,6,21,7,31,35,16,4,24,39,7,30,18,38,9,16,3,31,40,35,14,24,17,19,23,14,20,28,16,31,30,15,32,13,13,38,21,26,21,22,6,29,28,12,8,40,6,9,15,21,27,32,28,20,11,24,20,15,17,40,25,9,4,3,6,5,31,2,17,1,39,33,12,31,15,11,12,20,29,19,38,4,9,16,40,12,9,40,27,39,40,15,38,19,1,4,6,29,14,10,1,11,28,26,27,10,27,5,5,6,8,8,40,33,25,34,11,29,19,29,24,13,22,33,11,19,24,33,26,9,22,5,30,34,21,18,18,33,1,21,36,28,8,34,10,22,8,11,38,25,20,37,24,26,24,35,1,21,34,23,40,17,4,36,5,19,26,38,2,1,23,18,31,26,22,26,31,32,7,18,30,16,16,23,25,4,8,28,35,33,25,30,32,30,4,23",10050,200
2,0,733511.4290723056,47.592219689777025,"37,8,1,36,40,9,36,16,8,36,26,25,5,13,32,33,27,15,19,39,5,10,31,7,28,6,33,3,16,15,3,29,38,8,6,31,24,4,15,15,30,36,28,29,27,20,35,34,29,19,33,28,22,26,30,29,34,26,7,1,28,19,16,2,10,1,39,33,17,30,20,22,40,19,29,34,18,11,11,15,23,26,5,1,25,7,1,4,28,29,34,38,3,40,25,34,40,39,34,14,29,33,40,13,8,6,38,23,31,39,11,14,23,40,12,32,3,27,2,5,20,1,9,7,12,18,15,7,40,5,4,32,31,17,2,37,4,3,19,8,11,38,23,32,31,6,5,23,19,6,8,7,6,25,27,14,19,12,3,14,27,8,12,7,33,16,24,8,37,38,1,13,4,27,17,35,16,7,7,37,2,32,22,2,11,6,28,27,36,20,35,5,20,12,16,1,17,9,34,6,28,34,21,4,5,1,22,7,35,11,4,35,21,24,20,3,10,30,26,23,21,35,25,40,38,39,13,12,35,35,33,20,30,30,2,31,6,5,26,19,10,5,18,18,39,24,10,37,25,21,16,18,36,28,5,30,5,1,7,28,10,13,2,24,9,31,40,32,25,15,12,15,40,26,11,11,36,23,4,11,27,36,27,22,21,26,8,9,2,17,9,25,24,22,38,37,40,29,14,24,17,40,12,26,24,8,31,10,26,19,25,22,19,30,4,18,17,35,11,40,7,38,3,10,5,12,4,22,15,27,18,38,21,10,18,39,9,14,18,10,36,27,13,31,32,3,37,5,30,16",10050,200
3,0,768534.97392084,47.79821518634352,"36,5,35,9,11,23,39,24,13,39,10,9,29,35,18,27,37,39,7,31,25,21,24,17,38,33,5,34,18,23,2,9,22,12,3,19,10,33,36,15,27,20,10,37,18,15,31,27,28,14,1,18,15,14,1,21,1,31,21,6,36,34,37,40,11,2,28,31,38,2,30,10,36,20,24,22,9,36,40,35,34,19,40,38,28,39,19,7,18,2,21,15,3,26,35,37,25,40,11,27,19,36,39,30,10,33,22,30,10,29,37,13,40,3,10,16,17,16,10,35,16,33,13,11,25,39,13,37,16,13,16,8,8,12,2,40,14,39,20,13,40,38,23,13,19,20,4,24,40,4,22,26,27,34,15,31,35,21,36,19,25,20,19,3,19,31,7,18,7,1,21,27,7,22,26,35,15,26,1,20,20,19,9,1,5,34,29,12,11,8,5,11,37,22,33,26,4,9,27,17,39,5,34,13,14,38,18,12,37,29,7,9,12,21,16,32,35,10,19,10,17,38,37,7,21,32,36,30,4,39,39,32,37,16,8,28,39,19,28,28,28,30,38,35,10,18,9,3,21,26,5,24,37,25,5,16,4,3,37,31,34,17,14,35,12,3,32,33,18,5,33,15,36,8,18,16,2,38,18,12,22,17,2,4,1,3,9,21,6,32,8,23,23,4,4,23,39,17,34,3,24,15,36,39,25,1,15,14,11,24,30,14,32,35,29,3,24,21,23,14,6,10,10,37,32,26,4,11,29,4,28,33,30,2,6,39,32,38,26,21,29,22,28,20,13,37,6,2,24,7",10050,200
4,0,749581.4639314585,49.5380598630992,"38,19,7,34,11,40,6,5,2,16,35,1,10,15,11,19,38,6,40,38,26,4,2,40,18,4,9,25,21,24,19,7,9,25,33,18,17,28,8,20,37,36,23,12,26,16,36,32,30,13,6,11,1,5,2,12,29,1,37,34,12,3,30,39,3,21,38,31,33,37,32,8,14,13,24,13,13,2,23,32,36,23,21,32,18,15,27,38,37,34,27,29,39,26,13,37,16,29,6,19,19,37,24,31,25,8,10,14,15,11,19,30,29,9,34,26,1,37,12,21,32,22,4,30,19,1,39,20,24,3,7,33,9,39,22,20,4,21,9,4,20,23,12,32,15,7,24,16,10,3,21,17,40,5,20,35,28,4,29,36,22,5,23,27,29,16,11,2,1,36,37,23,17,17,19,25,33,15,12,9,20,31,11,21,27,8,10,33,40,13,27,14,25,22,27,28,39,18,27,37,21,34,17,10,22,2,3,35,3,13,27,22,40,9,30,28,28,38,7,9,12,23,33,29,10,8,18,38,1,17,10,12,17,22,15,34,27,16,22,21,17,37,4,31,17,3,17,11,14,38,29,37,33,37,18,32,25,32,27,30,32,6,28,34,25,39,20,8,24,14,26,10,5,13,13,4,33,6,21,11,5,30,9,15,30,5,24,6,7,6,23,10,4,38,21,28,35,15,18,11,39,31,8,33,37,39,31,18,4,8,36,15,8,33,23,29,21,28,40,7,32,21,31,10,4,35,5,12,29,26,20,35,34,2,8,6,31,11,7,10,39,31,27,24,13,28,16,33,2,19",10050,200
4,1,756154.6679486608,46.177585201047485,"38,19,7,34,11,40,6,6,2,16,35,26,10,15,11,19,4,6,34,38,26,4,2,40,18,4,9,19,21,24,19,40,9,25,32,18,17,28,8,20,32,36,4,4,26,16,33,34,30,25,6,33,1,4,2,12,29,16,37,34,12,3,30,39,3,21,38,34,33,37,32,8,14,37,24,13,13,7,23,32,36,23,21,7,18,32,27,38,40,25,27,29,14,26,13,37,16,29,6,19,19,37,24,31,25,8,10,14,21,19,19,30,29,9,15,16,1,21,3,22,32,38,4,15,11,1,39,25,24,3,7,31,14,39,22,31,4,7,1,4,20,23,6,32,15,7,23,16,28,3,21,17,20,29,20,35,10,4,9,36,22,9,33,27,15,16,11,2,13,36,37,23,17,17,19,17,33,15,12,5,20,31,2,21,27,8,10,3,40,13,27,14,11,2,27,28,39,5,27,26,21,34,17,10,22,2,3,35,3,13,23,22,25,9,30,28,14,38,7,26,12,23,33,1,1,8,18,10,19,8,10,12,17,23,39,34,38,16,22,21,17,37,4,31,36,3,39,11,14,38,29,37,23,37,18,32,25,38,17,30,32,6,28,34,25,39,28,8,24,14,26,36,5,13,13,4,33,6,39,11,31,30,9,15,30,20,24,6,7,11,18,10,4,38,21,28,35,9,18,1,5,40,24,33,37,39,31,15,28,27,36,15,8,33,3,29,21,5,40,7,32,21,31,36,4,35,5,12,29,26,20,35,30,24,8,22,31,6,7,10,19,29,27,24,13,28,29,12,2,39",10050,200
5,0,749132.4977714785,50.334574350042935,"11,24,28,10,3,13,27,32,9,12,19,26,19,6,5,7,38,15,32,23,3,5,38,21,8,38,15,34,31,34,30,21,29,1,29,29,6,18,20,31,20,35,32,33,4,37,3,37,40,14,8,26,2,5,18,27,33,20,29,19,32,37,31,15,36,11,7,33,40,22,18,11,13,13,19,30,39,16,16,20,29,25,9,27,18,19,2,31,13,38,33,30,40,14,12,12,19,35,22,28,33,17,37,1,2,26,25,26,20,35,19,15,35,10,24,33,24,7,38,20,36,28,28,25,3,28,2,37,31,30,27,37,15,30,16,1,8,25,24,18,5,21,31,40,4,35,26,12,23,8,26,18,31,39,12,34,5,7,15,34,3,5,8,25,38,20,11,11,5,22,1,3,2,3,10,28,13,9,36,16,23,32,9,19,39,5,11,5,1,25,1,30,22,10,32,28,5,14,38,5,17,25,34,14,11,35,14,9,37,5,21,21,17,22,32,11,25,33,37,9,13,29,2,16,12,36,8,7,1,26,38,27,8,22,14,35,20,40,25,3,27,12,3,38,6,15,22,6,1,7,39,30,21,23,37,35,27,18,20,6,36,17,34,1,22,33,40,10,19,21,28,14,24,6,10,23,7,28,39,30,21,8,34,13,1,17,23,20,15,39,30,39,18,25,4,37,7,34,18,31,17,24,12,4,5,10,10,12,39,40,30,11,36,11,40,22,4,9,4,21,16,17,17,16,24,36,14,15,26,12,6,9,10,36,31,16,2,6,27,36,34,20,38,7,17,11,23,13,29,2",10050,200
6,0,828412.7755664878,49.63385311458299,"1,5,12,10,38,3,20,2,13,17,27,33,31,17,38,15,35,11,29,33,25,13,23,15,1,28,5,23,22,6,1,20,25,26,12,1,31,18,11,27,19,34,11,30,24,17,25,7,14,27,12,9,6,29,30,4,28,12,26,38,10,23,35,19,35,36,33,27,6,6,33,39,38,15,20,7,7,40,39,4,14,4,9,27,33,36,6,32,7,29,35,40,8,30,15,8,15,4,19,32,23,8,21,26,33,37,35,39,21,19,9,2,25,13,22,23,32,3,16,28,11,11,6,4,28,36,2,22,26,1,24,5,36,10,20,9,4,31,24,11,4,1,19,38,14,16,6,36,40,34,13,18,36,15,13,11,9,5,25,32,38,31,12,37,29,7,10,2,18,21,30,33,21,2,31,3,30,34,32,3,18,23,36,1,26,31,9,33,13,39,14,39,31,3,8,16,27,21,23,16,1,22,15,17,3,3,2,13,23,11,25,9,23,33,5,39,21,22,22,27,31,27,19,6,16,17,9,37,3,40,23,37,10,29,26,35,6,35,29,35,13,12,5,10,19,17,12,33,30,34,26,28,14,34,30,36,25,25,18,1,34,18,34,17,18,36,36,24,10,39,40,2,16,39,40,12,8,3,19,29,30,25,40,4,21,14,38,9,8,24,17,15,7,31,40,37,15,26,36,5,16,40,37,9,20,6,8,26,22,19,1,22,2,6,12,22,20,20,13,17,4,38,9,24,1,8,32,14,7,21,16,1,28,19,23,2,25,19,21,28,14,19,11,5,7,37,11,27,2,35",10050,200
6,1,786925.1269972605,50.357416285985124,"8,5,12,10,32,3,20,2,13,13,27,33,31,29,38,15,28,11,29,33,25,14,23,15,1,17,5,23,22,6,1,20,11,26,16,1,35,2,2,27,19,34,30,30,24,17,35,7,14,8,12,9,39,30,30,4,38,12,26,26,3,23,35,19,35,36,18,27,6,6,33,39,10,15,20,7,7,40,2,32,14,22,9,27,32,36,6,26,35,29,35,30,8,30,15,16,15,38,19,32,23,24,17,26,33,37,30,27,21,19,9,2,32,13,22,31,32,3,16,28,11,11,29,4,28,28,9,22,18,16,24,5,36,39,20,9,4,31,25,11,14,11,19,40,14,16,6,40,40,23,13,14,36,15,13,11,9,2,25,32,38,31,12,37,29,7,10,2,24,21,39,33,29,2,11,3,30,20,32,3,18,23,36,1,26,31,9,13,13,39,14,28,31,21,8,34,27,21,23,16,18,22,15,28,3,3,3,13,5,21,25,9,23,33,5,39,21,33,22,24,13,27,19,6,16,17,9,37,3,40,23,37,10,29,26,35,18,35,31,35,35,16,10,10,4,6,12,33,21,34,26,3,14,34,7,36,12,14,18,1,34,18,34,17,18,36,16,24,10,39,12,2,16,39,18,12,8,3,37,29,30,25,40,4,21,25,3,9,13,38,17,15,7,16,24,37,27,26,36,18,16,40,37,9,20,6,11,37,4,19,1,22,2,37,35,22,20,36,8,38,4,8,11,24,22,8,26,22,7,38,16,1,28,19,23,2,25,34,21,28,14,19,11,5,7,37,11,17,25,35",10050,200
